,quadrant,left_pupil,right_pupil,gaze_center,nose_end_points,gaze_direction_points,rotation_vector,translation_Vector
271,3rd,"(670, 205)","(770, 209)","(720, 207)","(740, 289)","(1507, 342)","[[-3.01234688]
 [ 0.02533548]
 [-0.18589093]]","[[1176.0720069 ]
 [ -89.12999301]
 [1664.49788764]]"
272,3rd,"(667, 207)","(770, 209)","(718, 208)","(738, 290)","(1488, 333)","[[-3.02219496]
 [ 0.04395294]
 [-0.17859064]]","[[1177.94256917]
 [ -88.74279565]
 [1675.71217043]]"
273,3rd,"(660, 206)","(766, 209)","(713, 207)","(734, 296)","(1691, 364)","[[-3.00498964]
 [ 0.04719555]
 [-0.28759207]]","[[1096.31735011]
 [ -69.78331268]
 [1557.86579213]]"
274,3rd,"(660, 222)","(765, 222)","(712, 222)","(731, 312)","(1649, 435)","[[-2.98612703]
 [ 0.04150019]
 [-0.22157676]]","[[1081.75492889]
 [ -30.90400581]
 [1553.56491915]]"
275,3rd,"(670, 221)","(773, 219)","(721, 220)","(746, 311)","(1822, 460)","[[-2.9658947 ]
 [ 0.04239501]
 [-0.29265095]]","[[1078.00060147]
 [ -31.40006669]
 [1495.54264522]]"
276,3rd,"(684, 223)","(782, 222)","(733, 222)","(755, 312)","(1730, 419)","[[-2.99598409]
 [ 0.05416003]
 [-0.25704207]]","[[1136.5117028 ]
 [ -31.60547589]
 [1553.03840518]]"
277,3rd,"(681, 217)","(775, 221)","(728, 219)","(749, 308)","(1616, 417)","[[-2.97435107]
 [ 0.02810985]
 [-0.26968857]]","[[1169.29096473]
 [ -42.83613452]
 [1618.74683386]]"
278,3rd,"(677, 218)","(778, 224)","(727, 221)","(752, 312)","(1632, 418)","[[-2.9816949 ]
 [ 0.03676457]
 [-0.27754876]]","[[1175.76623696]
 [ -34.20804995]
 [1616.70770958]]"
279,3rd,"(686, 222)","(784, 225)","(735, 223)","(756, 314)","(1677, 457)","[[-2.9596949 ]
 [ 0.023098  ]
 [-0.26886652]]","[[1163.58945381]
 [ -24.10960037]
 [1584.60197758]]"
280,3rd,"(682, 223)","(782, 226)","(732, 224)","(758, 314)","(1593, 437)","[[-2.96729448]
 [ 0.05100603]
 [-0.22787677]]","[[1198.9638556 ]
 [ -28.73154241]
 [1634.99131346]]"
281,3rd,"(679, 223)","(777, 225)","(728, 224)","(755, 315)","(1640, 442)","[[-2.9711363 ]
 [ 0.0384232 ]
 [-0.23953404]]","[[1164.91311605]
 [ -27.31400536]
 [1598.23447344]]"
282,3rd,"(664, 209)","(767, 213)","(715, 211)","(741, 302)","(1587, 430)","[[-2.96468745]
 [ 0.07299369]
 [-0.12890174]]","[[1106.56486748]
 [ -59.11513795]
 [1568.18429611]]"
283,3rd,"(661, 189)","(761, 198)","(711, 193)","(726, 286)","(1623, 362)","[[-2.9815053 ]
 [ 0.11989672]
 [-0.19481599]]","[[1064.92733876]
 [ -99.19913421]
 [1552.2477687 ]]"
284,3rd,"(661, 189)","(759, 197)","(710, 193)","(725, 286)","(1630, 338)","[[-3.00735938]
 [ 0.09508549]
 [-0.20414807]]","[[1066.71425799]
 [ -97.46026816]
 [1554.3086264 ]]"
285,3rd,"(618, 202)","(728, 202)","(673, 202)","(693, 295)","(1484, 385)","[[-3.00451296]
 [ 0.09872981]
 [-0.08919255]]","[[ 982.28329115]
 [ -66.63552381]
 [1546.8232564 ]]"
286,3rd,"(617, 202)","(728, 205)","(672, 203)","(693, 296)","(1597, 395)","[[-3.00306818]
 [ 0.07748223]
 [-0.15831279]]","[[ 961.80613733]
 [ -61.31068642]
 [1505.99761442]]"
287,3rd,"(628, 220)","(737, 214)","(682, 217)","(700, 304)","(1434, 385)","[[-3.0070129 ]
 [ 0.09649033]
 [-0.12542532]]","[[1043.38976534]
 [ -53.89355276]
 [1617.53177836]]"
288,3rd,"(637, 220)","(743, 217)","(690, 218)","(708, 305)","(1556, 411)","[[-3.00095548]
 [ 0.06943315]
 [-0.16256431]]","[[1021.63603988]
 [ -42.44744278]
 [1553.71362038]]"
289,3rd,"(629, 215)","(740, 218)","(684, 216)","(708, 311)","(1527, 411)","[[-2.99805257]
 [ 0.10297781]
 [-0.18178593]]","[[1041.6181796 ]
 [ -36.32318263]
 [1583.42528963]]"
290,3rd,"(623, 217)","(735, 219)","(679, 218)","(705, 311)","(1465, 411)","[[-2.99224943]
 [ 0.11475336]
 [-0.15253384]]","[[1051.10008005]
 [ -39.59935521]
 [1612.14767802]]"
291,3rd,"(615, 219)","(728, 221)","(671, 220)","(692, 310)","(1339, 414)","[[-2.9952882 ]
 [ 0.12596631]
 [-0.0450518 ]]","[[1033.5619864 ]
 [ -35.6976435 ]
 [1640.14009909]]"
292,3rd,"(605, 223)","(718, 223)","(661, 223)","(679, 316)","(1357, 444)","[[-2.98668877]
 [ 0.12211797]
 [-0.06267767]]","[[ 977.33722412]
 [ -19.64423283]
 [1600.91577151]]"
293,3rd,"(607, 205)","(713, 203)","(660, 204)","(667, 293)","(1372, 355)","[[-3.02356435]
 [ 0.10596306]
 [-0.07361686]]","[[ 937.19769407]
 [ -73.42608061]
 [1575.61752233]]"
294,3rd,"(609, 195)","(721, 190)","(665, 192)","(668, 292)","(1678, 376)","[[-2.99838553]
 [ 0.08468204]
 [-0.3153706 ]]","[[ 897.16806843]
 [ -66.4895251 ]
 [1477.06269129]]"
295,3rd,"(611, 200)","(716, 194)","(663, 197)","(664, 291)","(1401, 392)","[[-2.98634205]
 [ 0.10096559]
 [-0.11951111]]","[[ 924.79135821]
 [ -73.19734308]
 [1564.76401799]]"
296,3rd,"(587, 206)","(702, 204)","(644, 205)","(656, 292)","(1233, 342)","[[-3.0365195 ]
 [ 0.12938706]
 [ 0.04282115]]","[[ 926.01537091]
 [ -74.00512925]
 [1606.40200785]]"
297,3rd,"(587, 210)","(703, 205)","(645, 207)","(655, 298)","(1192, 387)","[[-3.00209755]
 [ 0.14226796]
 [ 0.08201333]]","[[ 927.10829577]
 [ -62.27636656]
 [1614.21530873]]"
298,3rd,"(584, 210)","(701, 207)","(642, 208)","(652, 300)","(1164, 390)","[[-3.00240614]
 [ 0.14059277]
 [ 0.10298145]]","[[ 923.83783303]
 [ -57.41481247]
 [1621.33387019]]"
299,4th,"(568, 187)","(673, 181)","(620, 184)","(599, 274)","(230, 370)","[[-2.43013856]
 [ 0.1432115 ]
 [ 1.60343062]]","[[ 724.22379124]
 [-118.86905954]
 [1678.38755135]]"
300,4th,"(586, 189)","(699, 183)","(642, 186)","(643, 276)","(377, 405)","[[-2.60246633]
 [ 0.22929415]
 [ 1.27004462]]","[[ 872.11079105]
 [-108.92030261]
 [1730.80984745]]"
301,3rd,"(582, 199)","(698, 191)","(640, 195)","(648, 287)","(994, 363)","[[-2.97576056]
 [ 0.20831609]
 [ 0.27153916]]","[[ 941.557163  ]
 [ -99.17627248]
 [1681.26873004]]"
302,3rd,"(584, 198)","(698, 193)","(641, 195)","(647, 289)","(964, 379)","[[-2.95982768]
 [ 0.20563764]
 [ 0.29813802]]","[[ 938.98761831]
 [ -93.97457873]
 [1688.91934461]]"
303,3rd,"(586, 200)","(700, 194)","(643, 197)","(646, 292)","(1063, 373)","[[-2.98938398]
 [ 0.17796545]
 [ 0.19157405]]","[[ 929.90575861]
 [ -81.37851587]
 [1657.73543685]]"
304,3rd,"(581, 202)","(699, 195)","(640, 198)","(646, 293)","(1070, 379)","[[-2.98427775]
 [ 0.18689167]
 [ 0.1747401 ]]","[[ 934.93379608]
 [ -79.53493646]
 [1665.63112977]]"
305,3rd,"(593, 200)","(706, 194)","(649, 197)","(652, 292)","(1068, 371)","[[-2.98851816]
 [ 0.1796437 ]
 [ 0.19140078]]","[[ 952.43015166]
 [ -82.61543913]
 [1671.37487035]]"
306,3rd,"(591, 200)","(705, 194)","(648, 197)","(654, 292)","(1108, 371)","[[-2.99097589]
 [ 0.18041901]
 [ 0.14915703]]","[[ 954.86493949]
 [ -82.60712534]
 [1663.6408616 ]]"
307,3rd,"(587, 203)","(703, 196)","(645, 199)","(650, 292)","(947, 355)","[[-2.99718232]
 [ 0.17675001]
 [ 0.33251279]]","[[ 948.66718033]
 [ -82.34062948]
 [1694.54620688]]"
308,3rd,"(582, 208)","(700, 200)","(641, 204)","(649, 292)","(1071, 361)","[[-3.00408653]
 [ 0.16326093]
 [ 0.16646659]]","[[ 952.81396159]
 [ -79.10467236]
 [1685.22964641]]"
309,4th,"(590, 203)","(704, 198)","(647, 200)","(650, 293)","(408, 425)","[[-2.655642  ]
 [ 0.22648613]
 [ 1.19924169]]","[[ 885.76017037]
 [ -64.61929367]
 [1723.12163956]]"
310,4th,"(588, 197)","(698, 193)","(643, 195)","(639, 287)","(341, 423)","[[-2.5712025 ]
 [ 0.2097246 ]
 [ 1.32805404]]","[[ 835.07143839]
 [ -75.56886863]
 [1687.21716806]]"
311,4th,"(585, 199)","(694, 195)","(639, 197)","(638, 288)","(347, 419)","[[-2.5861248 ]
 [ 0.20449404]
 [ 1.31381919]]","[[ 840.35002597]
 [ -75.15293854]
 [1701.11655911]]"
